Scaffold_name	Bin_name	KO	Abundance
5mSIPHEX1_18_scaffold_738_c2_2	5mSIPHEX1_18	K07113	1
5mSIPHEX1_18_scaffold_738_c2_3	5mSIPHEX1_18	K04078	1
5mSIPHEX1_18_scaffold_738_c2_4	5mSIPHEX1_18	K04077	1
5mSIPHEX1_18_scaffold_738_c3_2	5mSIPHEX1_18	K07165	1
5mSIPHEX1_18_scaffold_738_c3_3	5mSIPHEX1_18	K19784	1
5mSIPHEX1_18_scaffold_738_c3_4	5mSIPHEX1_18	K06889	2
5mSIPHEX1_18_scaffold_738_c3_9	5mSIPHEX1_18	K21001	1
5mSIPHEX1_18_scaffold_742_c1_1	5mSIPHEX1_18	K01000	1
5mSIPHEX1_18_scaffold_742_c1_10	5mSIPHEX1_18	K02535	1
5mSIPHEX1_18_scaffold_742_c1_12	5mSIPHEX1_18	K03070	1
5mSIPHEX1_18_scaffold_742_c1_13	5mSIPHEX1_18	K00620	1
5mSIPHEX1_18_scaffold_742_c1_2	5mSIPHEX1_18	K01925	1
5mSIPHEX1_18_scaffold_742_c1_3	5mSIPHEX1_18	K03588	1
5mSIPHEX1_18_scaffold_742_c1_4	5mSIPHEX1_18	K02563	1
5mSIPHEX1_18_scaffold_742_c1_5	5mSIPHEX1_18	K01924	1
5mSIPHEX1_18_scaffold_742_c1_6	5mSIPHEX1_18	K01921	1
5mSIPHEX1_18_scaffold_742_c1_7	5mSIPHEX1_18	K03589	1
5mSIPHEX1_18_scaffold_742_c1_8	5mSIPHEX1_18	K03590	1
5mSIPHEX1_18_scaffold_742_c1_9	5mSIPHEX1_18	K03531	1
5mSIPHEX1_18_scaffold_753_c1_15	5mSIPHEX1_18	K01676	1
5mSIPHEX1_18_scaffold_753_c1_16	5mSIPHEX1_18	K01724	1
5mSIPHEX1_18_scaffold_753_c1_2	5mSIPHEX1_18	K15034	1
5mSIPHEX1_18_scaffold_753_c1_3	5mSIPHEX1_18	K11068	1
5mSIPHEX1_18_scaffold_753_c1_4	5mSIPHEX1_18	K07461	1
5mSIPHEX1_18_scaffold_753_c1_5	5mSIPHEX1_18	K02463	1
5mSIPHEX1_18_scaffold_753_c1_6	5mSIPHEX1_18	K02452	1
5mSIPHEX1_18_scaffold_753_c1_7	5mSIPHEX1_18	K02453	1
5mSIPHEX1_18_scaffold_753_c1_8	5mSIPHEX1_18	K25422	1
5mSIPHEX1_18_scaffold_753_c1_9	5mSIPHEX1_18	K04564	1
5mSIPHEX1_18_scaffold_764_c1_1	5mSIPHEX1_18	K01945	1
5mSIPHEX1_18_scaffold_764_c1_2	5mSIPHEX1_18	K00602	1
5mSIPHEX1_18_scaffold_764_c1_3	5mSIPHEX1_18	K03557	1
5mSIPHEX1_18_scaffold_764_c1_4	5mSIPHEX1_18	K05540	1
5mSIPHEX1_18_scaffold_764_c2_2	5mSIPHEX1_18	K02687	1
5mSIPHEX1_18_scaffold_764_c2_3	5mSIPHEX1_18	K03786	1
5mSIPHEX1_18_scaffold_764_c2_5	5mSIPHEX1_18	K18765	1
5mSIPHEX1_18_scaffold_764_c2_6	5mSIPHEX1_18	K09796	1
5mSIPHEX1_18_scaffold_764_c2_7	5mSIPHEX1_18	K01469	1
5mSIPHEX1_18_scaffold_765_c1_10	5mSIPHEX1_18	K07112	2
5mSIPHEX1_18_scaffold_765_c1_13	5mSIPHEX1_18	K01113	3
5mSIPHEX1_18_scaffold_765_c1_3	5mSIPHEX1_18	K21711	1
5mSIPHEX1_18_scaffold_765_c1_3	5mSIPHEX1_18	K21703	1
5mSIPHEX1_18_scaffold_765_c1_4	5mSIPHEX1_18	K01959	1
5mSIPHEX1_18_scaffold_765_c1_5	5mSIPHEX1_18	K01960	1
5mSIPHEX1_18_scaffold_765_c1_5	5mSIPHEX1_18	K01571	2
5mSIPHEX1_18_scaffold_765_c1_6	5mSIPHEX1_18	K01673	1
5mSIPHEX1_18_scaffold_765_c1_8	5mSIPHEX1_18	K01255	2
5mSIPHEX1_18_scaffold_765_c1_9	5mSIPHEX1_18	K07112	2
5mSIPHEX1_18_scaffold_769_c2_2	5mSIPHEX1_18	K07056	1
5mSIPHEX1_18_scaffold_769_c2_3	5mSIPHEX1_18	K07121	1
5mSIPHEX1_18_scaffold_769_c2_4	5mSIPHEX1_18	K07460	1
5mSIPHEX1_18_scaffold_769_c2_5	5mSIPHEX1_18	K03271	2
5mSIPHEX1_18_scaffold_769_c2_8	5mSIPHEX1_18	K02014	7
5mSIPHEX1_18_scaffold_769_c2_9	5mSIPHEX1_18	K01083	2
5mSIPHEX1_18_scaffold_771_c2_2	5mSIPHEX1_18	K05973	1
5mSIPHEX1_18_scaffold_771_c2_4	5mSIPHEX1_18	K07283	1
5mSIPHEX1_18_scaffold_771_c2_5	5mSIPHEX1_18	K06006	1
5mSIPHEX1_18_scaffold_771_c2_7	5mSIPHEX1_18	K00655	1
5mSIPHEX1_18_scaffold_771_c2_8	5mSIPHEX1_18	K01754	1
5mSIPHEX1_18_scaffold_771_c2_9	5mSIPHEX1_18	K01807	1
5mSIPHEX1_18_scaffold_796_c1_11	5mSIPHEX1_18	K03723	1
5mSIPHEX1_18_scaffold_796_c1_3	5mSIPHEX1_18	K00507	2
5mSIPHEX1_18_scaffold_796_c1_4	5mSIPHEX1_18	K00351	1
5mSIPHEX1_18_scaffold_796_c1_5	5mSIPHEX1_18	K00350	1
5mSIPHEX1_18_scaffold_796_c1_6	5mSIPHEX1_18	K00349	1
5mSIPHEX1_18_scaffold_796_c1_7	5mSIPHEX1_18	K00348	1
5mSIPHEX1_18_scaffold_796_c1_8	5mSIPHEX1_18	K00347	1
5mSIPHEX1_18_scaffold_796_c1_9	5mSIPHEX1_18	K00346	1
5mSIPHEX1_18_scaffold_800_c1_3	5mSIPHEX1_18	K16091	1
5mSIPHEX1_18_scaffold_800_c1_3	5mSIPHEX1_18	K02014	7
5mSIPHEX1_18_scaffold_800_c1_4	5mSIPHEX1_18	K15725	1
5mSIPHEX1_18_scaffold_800_c1_7	5mSIPHEX1_18	K15726	1
5mSIPHEX1_18_scaffold_800_c1_8	5mSIPHEX1_18	K16264	1
5mSIPHEX1_18_scaffold_804_c1_10	5mSIPHEX1_18	K17290	1
5mSIPHEX1_18_scaffold_804_c1_11	5mSIPHEX1_18	K02553	1
5mSIPHEX1_18_scaffold_804_c1_12	5mSIPHEX1_18	K05799	1
5mSIPHEX1_18_scaffold_804_c1_12	5mSIPHEX1_18	K15735	1
5mSIPHEX1_18_scaffold_804_c1_13	5mSIPHEX1_18	K03417	1
5mSIPHEX1_18_scaffold_804_c1_2	5mSIPHEX1_18	K06992	1
5mSIPHEX1_18_scaffold_804_c1_4	5mSIPHEX1_18	K06076	1
5mSIPHEX1_18_scaffold_804_c1_7	5mSIPHEX1_18	K09773	1
5mSIPHEX1_18_scaffold_804_c1_8	5mSIPHEX1_18	K01007	1
5mSIPHEX1_18_scaffold_809_c1_1	5mSIPHEX1_18	K00697	1
5mSIPHEX1_18_scaffold_809_c1_10	5mSIPHEX1_18	K05541	1
5mSIPHEX1_18_scaffold_809_c1_3	5mSIPHEX1_18	K23079	1
5mSIPHEX1_18_scaffold_809_c1_4	5mSIPHEX1_18	K00116	1
5mSIPHEX1_18_scaffold_809_c1_5	5mSIPHEX1_18	K18911	1
5mSIPHEX1_18_scaffold_809_c1_7	5mSIPHEX1_18	K20509	1
5mSIPHEX1_18_scaffold_809_c1_8	5mSIPHEX1_18	K01571	2
5mSIPHEX1_18_scaffold_809_c1_9	5mSIPHEX1_18	K01573	1
5mSIPHEX1_18_scaffold_811_c1_16	5mSIPHEX1_18	K07394	1
5mSIPHEX1_18_scaffold_811_c1_5	5mSIPHEX1_18	K07090	4
5mSIPHEX1_18_scaffold_811_c1_6	5mSIPHEX1_18	K01426	2
5mSIPHEX1_18_scaffold_822_c1_10	5mSIPHEX1_18	K00242	2
5mSIPHEX1_18_scaffold_822_c1_11	5mSIPHEX1_18	K00241	2
5mSIPHEX1_18_scaffold_822_c1_12	5mSIPHEX1_18	K01647	2
5mSIPHEX1_18_scaffold_822_c1_3	5mSIPHEX1_18	K01902	2
5mSIPHEX1_18_scaffold_822_c1_4	5mSIPHEX1_18	K01903	2
5mSIPHEX1_18_scaffold_822_c1_5	5mSIPHEX1_18	K00382	2
5mSIPHEX1_18_scaffold_822_c1_6	5mSIPHEX1_18	K00658	2
5mSIPHEX1_18_scaffold_822_c1_7	5mSIPHEX1_18	K00164	2
5mSIPHEX1_18_scaffold_822_c1_8	5mSIPHEX1_18	K00240	2
5mSIPHEX1_18_scaffold_822_c1_9	5mSIPHEX1_18	K00239	2
5mSIPHEX1_18_scaffold_828_c1_11	5mSIPHEX1_18	K15269	2
5mSIPHEX1_18_scaffold_828_c1_13	5mSIPHEX1_18	K00528	2
5mSIPHEX1_18_scaffold_828_c1_2	5mSIPHEX1_18	K03406	14
5mSIPHEX1_18_scaffold_828_c1_4	5mSIPHEX1_18	K00674	2
5mSIPHEX1_18_scaffold_828_c1_5	5mSIPHEX1_18	K10773	2
5mSIPHEX1_18_scaffold_828_c1_6	5mSIPHEX1_18	K01759	2
5mSIPHEX1_18_scaffold_828_c1_7	5mSIPHEX1_18	K03406	14
5mSIPHEX1_18_scaffold_828_c1_9	5mSIPHEX1_18	K01058	2
5mSIPHEX1_18_scaffold_831_c1_1	5mSIPHEX1_18	K03745	1
5mSIPHEX1_18_scaffold_831_c1_10	5mSIPHEX1_18	K02656	1
5mSIPHEX1_18_scaffold_831_c1_11	5mSIPHEX1_18	K03526	1
5mSIPHEX1_18_scaffold_831_c1_12	5mSIPHEX1_18	K01892	1
5mSIPHEX1_18_scaffold_831_c1_14	5mSIPHEX1_18	K17713	1
5mSIPHEX1_18_scaffold_831_c1_15	5mSIPHEX1_18	K03977	1
5mSIPHEX1_18_scaffold_831_c1_2	5mSIPHEX1_18	K03704	4
5mSIPHEX1_18_scaffold_831_c1_4	5mSIPHEX1_18	K15396	1
5mSIPHEX1_18_scaffold_831_c1_4	5mSIPHEX1_18	K02533	1
5mSIPHEX1_18_scaffold_831_c1_5	5mSIPHEX1_18	K00640	4
5mSIPHEX1_18_scaffold_831_c1_6	5mSIPHEX1_18	K13643	1
5mSIPHEX1_18_scaffold_831_c1_7	5mSIPHEX1_18	K04487	1
5mSIPHEX1_18_scaffold_831_c1_8	5mSIPHEX1_18	K00940	1
5mSIPHEX1_18_scaffold_831_c1_9	5mSIPHEX1_18	K06941	1
5mSIPHEX1_18_scaffold_833_c1_11	5mSIPHEX1_18	K08316	1
5mSIPHEX1_18_scaffold_833_c1_13	5mSIPHEX1_18	K03110	1
5mSIPHEX1_18_scaffold_833_c1_14	5mSIPHEX1_18	K09812	1
5mSIPHEX1_18_scaffold_833_c1_15	5mSIPHEX1_18	K09811	1
5mSIPHEX1_18_scaffold_833_c1_2	5mSIPHEX1_18	K03321	2
5mSIPHEX1_18_scaffold_833_c1_7	5mSIPHEX1_18	K15977	1
5mSIPHEX1_18_scaffold_833_c1_8	5mSIPHEX1_18	K02517	2
5mSIPHEX1_18_scaffold_835_c1_1	5mSIPHEX1_18	K07798	1
5mSIPHEX1_18_scaffold_835_c1_2	5mSIPHEX1_18	K07787	1
5mSIPHEX1_18_scaffold_835_c1_3	5mSIPHEX1_18	K03580	1
5mSIPHEX1_18_scaffold_835_c1_6	5mSIPHEX1_18	K01835	1
5mSIPHEX1_18_scaffold_852_c1_1	5mSIPHEX1_18	K21162	1
5mSIPHEX1_18_scaffold_852_c1_1	5mSIPHEX1_18	K00428	2
5mSIPHEX1_18_scaffold_852_c1_5	5mSIPHEX1_18	K03561	8
5mSIPHEX1_18_scaffold_852_c1_6	5mSIPHEX1_18	K03561	8
5mSIPHEX1_18_scaffold_852_c1_7	5mSIPHEX1_18	K03559	8
5mSIPHEX1_18_scaffold_852_c1_8	5mSIPHEX1_18	K03832	5
5mSIPHEX1_18_scaffold_856_c1_1	5mSIPHEX1_18	K00311	1
5mSIPHEX1_18_scaffold_856_c1_10	5mSIPHEX1_18	K02459	1
5mSIPHEX1_18_scaffold_856_c1_11	5mSIPHEX1_18	K02460	1
5mSIPHEX1_18_scaffold_856_c1_12	5mSIPHEX1_18	K02461	1
5mSIPHEX1_18_scaffold_856_c1_13	5mSIPHEX1_18	K02462	1
5mSIPHEX1_18_scaffold_856_c1_2	5mSIPHEX1_18	K03521	1
5mSIPHEX1_18_scaffold_856_c1_3	5mSIPHEX1_18	K03522	1
5mSIPHEX1_18_scaffold_856_c1_4	5mSIPHEX1_18	K00012	1
5mSIPHEX1_18_scaffold_856_c1_5	5mSIPHEX1_18	K02454	2
5mSIPHEX1_18_scaffold_856_c1_6	5mSIPHEX1_18	K02455	1
5mSIPHEX1_18_scaffold_856_c1_7	5mSIPHEX1_18	K02456	1
5mSIPHEX1_18_scaffold_856_c1_8	5mSIPHEX1_18	K02457	1
5mSIPHEX1_18_scaffold_856_c1_9	5mSIPHEX1_18	K02458	1
5mSIPHEX1_18_scaffold_862_c1_12	5mSIPHEX1_18	K06193	2
5mSIPHEX1_18_scaffold_862_c1_14	5mSIPHEX1_18	K06134	1
5mSIPHEX1_18_scaffold_862_c1_3	5mSIPHEX1_18	K09940	1
5mSIPHEX1_18_scaffold_862_c1_5	5mSIPHEX1_18	K05807	1
5mSIPHEX1_18_scaffold_862_c1_6	5mSIPHEX1_18	K06180	1
5mSIPHEX1_18_scaffold_862_c1_7	5mSIPHEX1_18	K05810	1
5mSIPHEX1_18_scaffold_862_c1_8	5mSIPHEX1_18	K01652	1
5mSIPHEX1_18_scaffold_862_c1_9	5mSIPHEX1_18	K01653	1
5mSIPHEX1_18_scaffold_880_c1_1	5mSIPHEX1_18	K10941	1
5mSIPHEX1_18_scaffold_880_c1_2	5mSIPHEX1_18	K02422	1
5mSIPHEX1_18_scaffold_880_c1_4	5mSIPHEX1_18	K03648	1
5mSIPHEX1_18_scaffold_880_c1_5	5mSIPHEX1_18	K04567	1
5mSIPHEX1_18_scaffold_880_c1_6	5mSIPHEX1_18	K02836	1
5mSIPHEX1_18_scaffold_880_c1_7	5mSIPHEX1_18	K02407	1
5mSIPHEX1_18_scaffold_880_c1_8	5mSIPHEX1_18	K06603	1
5mSIPHEX1_18_scaffold_880_c1_9	5mSIPHEX1_18	K02406	1
5mSIPHEX1_18_scaffold_895_c1_11	5mSIPHEX1_18	K01519	1
5mSIPHEX1_18_scaffold_895_c1_14	5mSIPHEX1_18	K00641	1
5mSIPHEX1_18_scaffold_895_c1_15	5mSIPHEX1_18	K02221	1
5mSIPHEX1_18_scaffold_895_c1_4	5mSIPHEX1_18	K01154	2
5mSIPHEX1_18_scaffold_895_c1_7	5mSIPHEX1_18	K14623	1
5mSIPHEX1_18_scaffold_895_c1_8	5mSIPHEX1_18	K01153	2
5mSIPHEX1_18_scaffold_895_c1_9	5mSIPHEX1_18	K02495	2
5mSIPHEX1_18_scaffold_899_c1_10	5mSIPHEX1_18	K03559	8
5mSIPHEX1_18_scaffold_899_c1_11	5mSIPHEX1_18	K03561	8
5mSIPHEX1_18_scaffold_899_c1_12	5mSIPHEX1_18	K03561	8
5mSIPHEX1_18_scaffold_899_c1_2	5mSIPHEX1_18	K01491	1
5mSIPHEX1_18_scaffold_899_c1_6	5mSIPHEX1_18	K03088	3
5mSIPHEX1_18_scaffold_899_c1_9	5mSIPHEX1_18	K03832	5
5mSIPHEX1_18_scaffold_913_c1_2	5mSIPHEX1_18	K03473	1
5mSIPHEX1_18_scaffold_913_c2_2	5mSIPHEX1_18	K07305	1
5mSIPHEX1_18_scaffold_913_c2_3	5mSIPHEX1_18	K00432	3
5mSIPHEX1_18_scaffold_913_c2_6	5mSIPHEX1_18	K01990	1
5mSIPHEX1_18_scaffold_913_c2_8	5mSIPHEX1_18	K06879	1
5mSIPHEX1_18_scaffold_913_c2_9	5mSIPHEX1_18	K01768	1
5mSIPHEX1_18_scaffold_924_c1_2	5mSIPHEX1_18	K00014	1
5mSIPHEX1_18_scaffold_924_c1_4	5mSIPHEX1_18	K18189	1
5mSIPHEX1_18_scaffold_924_c1_5	5mSIPHEX1_18	K01796	1
5mSIPHEX1_18_scaffold_924_c1_6	5mSIPHEX1_18	K00249	1
5mSIPHEX1_18_scaffold_924_c1_7	5mSIPHEX1_18	K01782	1
5mSIPHEX1_18_scaffold_924_c1_8	5mSIPHEX1_18	K00626	3
5mSIPHEX1_18_scaffold_924_c1_9	5mSIPHEX1_18	K08683	1
5mSIPHEX1_18_scaffold_925_c1_1	5mSIPHEX1_18	K23541	1
5mSIPHEX1_18_scaffold_928_c1_1	5mSIPHEX1_18	K01438	1
5mSIPHEX1_18_scaffold_928_c1_2	5mSIPHEX1_18	K18446	1
5mSIPHEX1_18_scaffold_928_c1_3	5mSIPHEX1_18	K02454	2
5mSIPHEX1_18_scaffold_928_c2_1	5mSIPHEX1_18	K01457	1
5mSIPHEX1_18_scaffold_928_c2_2	5mSIPHEX1_18	K01941	2
5mSIPHEX1_18_scaffold_937_c1_1	5mSIPHEX1_18	K00820	1
5mSIPHEX1_18_scaffold_937_c1_6	5mSIPHEX1_18	K08989	1
5mSIPHEX1_18_scaffold_937_c1_7	5mSIPHEX1_18	K00797	2
5mSIPHEX1_18_scaffold_939_c1_11	5mSIPHEX1_18	K03524	1
5mSIPHEX1_18_scaffold_939_c1_12	5mSIPHEX1_18	K03525	1
5mSIPHEX1_18_scaffold_939_c1_2	5mSIPHEX1_18	K02018	1
5mSIPHEX1_18_scaffold_939_c1_3	5mSIPHEX1_18	K02020	1
5mSIPHEX1_18_scaffold_939_c1_5	5mSIPHEX1_18	K10778	2
5mSIPHEX1_18_scaffold_939_c1_6	5mSIPHEX1_18	K00856	1
5mSIPHEX1_18_scaffold_939_c1_9	5mSIPHEX1_18	K02014	7
5mSIPHEX1_18_scaffold_981_c1_1	5mSIPHEX1_18	K01887	2
5mSIPHEX1_18_scaffold_981_c1_3	5mSIPHEX1_18	K03789	1
5mSIPHEX1_18_scaffold_981_c1_5	5mSIPHEX1_18	K01649	1
5mSIPHEX1_18_scaffold_991_c1_3	5mSIPHEX1_18	K09788	1
5mSIPHEX1_18_scaffold_991_c1_4	5mSIPHEX1_18	K08300	1
5mSIPHEX1_18_scaffold_991_c1_5	5mSIPHEX1_18	K06179	1
5mSIPHEX1_18_scaffold_991_c1_6	5mSIPHEX1_18	K01091	4
5mSIPHEX1_18_scaffold_991_c2_1	5mSIPHEX1_18	K04773	1
5mSIPHEX1_18_scaffold_991_c2_2	5mSIPHEX1_18	K07040	1
5mSIPHEX1_18_scaffold_991_c2_3	5mSIPHEX1_18	K02911	1
5mSIPHEX1_18_scaffold_991_c2_4	5mSIPHEX1_18	K03621	1
5mSIPHEX1_18_scaffold_998_c1_10	5mSIPHEX1_18	K01726	1
5mSIPHEX1_18_scaffold_998_c1_11	5mSIPHEX1_18	K06938	2
5mSIPHEX1_18_scaffold_998_c1_12	5mSIPHEX1_18	K08289	1
5mSIPHEX1_18_scaffold_998_c1_5	5mSIPHEX1_18	K06940	1
5mSIPHEX1_18_scaffold_998_c1_7	5mSIPHEX1_18	K18453	1
5mSIPHEX1_18_scaffold_998_c1_7	5mSIPHEX1_18	K03574	1
5mSIPHEX1_18_scaffold_998_c1_9	5mSIPHEX1_18	K17879	1
5mSIPHEX1_19_scaffold_104_c1_1	5mSIPHEX1_19	K01866	1
5mSIPHEX1_19_scaffold_104_c1_10	5mSIPHEX1_19	K08973	1
5mSIPHEX1_19_scaffold_104_c1_100	5mSIPHEX1_19	K00681	1
5mSIPHEX1_19_scaffold_104_c1_103	5mSIPHEX1_19	K10563	1
5mSIPHEX1_19_scaffold_104_c1_104	5mSIPHEX1_19	K02913	1
5mSIPHEX1_19_scaffold_104_c1_105	5mSIPHEX1_19	K02902	1
5mSIPHEX1_19_scaffold_104_c1_106	5mSIPHEX1_19	K03630	2
5mSIPHEX1_19_scaffold_104_c1_107	5mSIPHEX1_19	K13038	1
5mSIPHEX1_19_scaffold_104_c1_108	5mSIPHEX1_19	K01520	1
5mSIPHEX1_19_scaffold_104_c1_109	5mSIPHEX1_19	K15778	1
5mSIPHEX1_19_scaffold_104_c1_11	5mSIPHEX1_19	K01845	1
5mSIPHEX1_19_scaffold_104_c1_110	5mSIPHEX1_19	K00930	1
5mSIPHEX1_19_scaffold_104_c1_111	5mSIPHEX1_19	K05501	1
5mSIPHEX1_19_scaffold_104_c1_113	5mSIPHEX1_19	K00762	1
5mSIPHEX1_19_scaffold_104_c1_13	5mSIPHEX1_19	K03406	15
5mSIPHEX1_19_scaffold_104_c1_15	5mSIPHEX1_19	K05365	1
5mSIPHEX1_19_scaffold_104_c1_16	5mSIPHEX1_19	K11073	1
5mSIPHEX1_19_scaffold_104_c1_17	5mSIPHEX1_19	K11076	1
5mSIPHEX1_19_scaffold_104_c1_17	5mSIPHEX1_19	K11072	1
5mSIPHEX1_19_scaffold_104_c1_17	5mSIPHEX1_19	K02052	1
5mSIPHEX1_19_scaffold_104_c1_18	5mSIPHEX1_19	K11075	1
5mSIPHEX1_19_scaffold_104_c1_18	5mSIPHEX1_19	K11071	1
5mSIPHEX1_19_scaffold_104_c1_18	5mSIPHEX1_19	K02054	1
5mSIPHEX1_19_scaffold_104_c1_19	5mSIPHEX1_19	K11074	1
5mSIPHEX1_19_scaffold_104_c1_19	5mSIPHEX1_19	K11070	1
5mSIPHEX1_19_scaffold_104_c1_2	5mSIPHEX1_19	K19304	1
5mSIPHEX1_19_scaffold_104_c1_20	5mSIPHEX1_19	K00982	1
5mSIPHEX1_19_scaffold_104_c1_21	5mSIPHEX1_19	K00826	1
5mSIPHEX1_19_scaffold_104_c1_23	5mSIPHEX1_19	K03169	1
5mSIPHEX1_19_scaffold_104_c1_25	5mSIPHEX1_19	K22452	2
5mSIPHEX1_19_scaffold_104_c1_27	5mSIPHEX1_19	K03924	3
5mSIPHEX1_19_scaffold_104_c1_29	5mSIPHEX1_19	K00789	1
5mSIPHEX1_19_scaffold_104_c1_3	5mSIPHEX1_19	K09001	1
5mSIPHEX1_19_scaffold_104_c1_30	5mSIPHEX1_19	K01251	1
5mSIPHEX1_19_scaffold_104_c1_31	5mSIPHEX1_19	K07265	1
5mSIPHEX1_19_scaffold_104_c1_34	5mSIPHEX1_19	K02847	1
5mSIPHEX1_19_scaffold_104_c1_36	5mSIPHEX1_19	K19353	1
5mSIPHEX1_19_scaffold_104_c1_4	5mSIPHEX1_19	K09004	1
5mSIPHEX1_19_scaffold_104_c1_40	5mSIPHEX1_19	K06598	1
5mSIPHEX1_19_scaffold_104_c1_41	5mSIPHEX1_19	K06597	1
5mSIPHEX1_19_scaffold_104_c1_42	5mSIPHEX1_19	K06596	1
5mSIPHEX1_19_scaffold_104_c1_43	5mSIPHEX1_19	K02661	1
5mSIPHEX1_19_scaffold_104_c1_44	5mSIPHEX1_19	K02660	1
5mSIPHEX1_19_scaffold_104_c1_44	5mSIPHEX1_19	K03406	15
5mSIPHEX1_19_scaffold_104_c1_45	5mSIPHEX1_19	K02659	1
5mSIPHEX1_19_scaffold_104_c1_46	5mSIPHEX1_19	K02658	1
5mSIPHEX1_19_scaffold_104_c1_47	5mSIPHEX1_19	K02657	1
5mSIPHEX1_19_scaffold_104_c1_48	5mSIPHEX1_19	K01920	1
5mSIPHEX1_19_scaffold_104_c1_49	5mSIPHEX1_19	K03832	6
5mSIPHEX1_19_scaffold_104_c1_5	5mSIPHEX1_19	K15724	1
5mSIPHEX1_19_scaffold_104_c1_50	5mSIPHEX1_19	K07735	1
5mSIPHEX1_19_scaffold_104_c1_51	5mSIPHEX1_19	K07447	1
5mSIPHEX1_19_scaffold_104_c1_52	5mSIPHEX1_19	K02825	1
5mSIPHEX1_19_scaffold_104_c1_53	5mSIPHEX1_19	K00609	1
5mSIPHEX1_19_scaffold_104_c1_54	5mSIPHEX1_19	K01465	1
5mSIPHEX1_19_scaffold_104_c1_55	5mSIPHEX1_19	K05851	1
5mSIPHEX1_19_scaffold_104_c1_57	5mSIPHEX1_19	K01586	1
5mSIPHEX1_19_scaffold_104_c1_58	5mSIPHEX1_19	K01778	1
5mSIPHEX1_19_scaffold_104_c1_59	5mSIPHEX1_19	K09921	2
5mSIPHEX1_19_scaffold_104_c1_60	5mSIPHEX1_19	K20862	1
5mSIPHEX1_19_scaffold_104_c1_60	5mSIPHEX1_19	K07025	1
5mSIPHEX1_19_scaffold_104_c1_63	5mSIPHEX1_19	K11927	2
5mSIPHEX1_19_scaffold_104_c1_65	5mSIPHEX1_19	K09978	1
5mSIPHEX1_19_scaffold_104_c1_66	5mSIPHEX1_19	K03744	1
5mSIPHEX1_19_scaffold_104_c1_67	5mSIPHEX1_19	K03799	2
5mSIPHEX1_19_scaffold_104_c1_69	5mSIPHEX1_19	K02003	2
5mSIPHEX1_19_scaffold_104_c1_70	5mSIPHEX1_19	K10804	1
5mSIPHEX1_19_scaffold_104_c1_71	5mSIPHEX1_19	K03098	1
5mSIPHEX1_19_scaffold_104_c1_72	5mSIPHEX1_19	K03286	1
5mSIPHEX1_19_scaffold_104_c1_76	5mSIPHEX1_19	K11527	3
5mSIPHEX1_19_scaffold_104_c1_78	5mSIPHEX1_19	K08993	1
5mSIPHEX1_19_scaffold_104_c1_79	5mSIPHEX1_19	K03183	1
5mSIPHEX1_19_scaffold_104_c1_8	5mSIPHEX1_19	K00145	1
5mSIPHEX1_19_scaffold_104_c1_80	5mSIPHEX1_19	K03690	1
5mSIPHEX1_19_scaffold_104_c1_81	5mSIPHEX1_19	K03688	1
5mSIPHEX1_19_scaffold_104_c1_82	5mSIPHEX1_19	K01496	1
5mSIPHEX1_19_scaffold_104_c1_83	5mSIPHEX1_19	K01523	1
5mSIPHEX1_19_scaffold_104_c1_84	5mSIPHEX1_19	K02503	2
5mSIPHEX1_19_scaffold_104_c1_85	5mSIPHEX1_19	K03116	1
5mSIPHEX1_19_scaffold_104_c1_86	5mSIPHEX1_19	K03117	1
5mSIPHEX1_19_scaffold_104_c1_87	5mSIPHEX1_19	K03118	1
5mSIPHEX1_19_scaffold_104_c1_9	5mSIPHEX1_19	K03281	1
5mSIPHEX1_19_scaffold_104_c1_92	5mSIPHEX1_19	K05986	1
5mSIPHEX1_19_scaffold_104_c1_95	5mSIPHEX1_19	K00154	1
5mSIPHEX1_19_scaffold_104_c1_98	5mSIPHEX1_19	K00954	1
5mSIPHEX1_19_scaffold_15_c1_10	5mSIPHEX1_19	K00413	1
5mSIPHEX1_19_scaffold_15_c1_100	5mSIPHEX1_19	K21025	1
5mSIPHEX1_19_scaffold_15_c1_101	5mSIPHEX1_19	K23127	1
5mSIPHEX1_19_scaffold_15_c1_102	5mSIPHEX1_19	K19810	1
5mSIPHEX1_19_scaffold_15_c1_103	5mSIPHEX1_19	K02356	3
5mSIPHEX1_19_scaffold_15_c1_104	5mSIPHEX1_19	K04568	1
5mSIPHEX1_19_scaffold_15_c1_108	5mSIPHEX1_19	K03566	2
5mSIPHEX1_19_scaffold_15_c1_109	5mSIPHEX1_19	K01613	2
5mSIPHEX1_19_scaffold_15_c1_11	5mSIPHEX1_19	K03599	1
5mSIPHEX1_19_scaffold_15_c1_11	5mSIPHEX1_19	K00799	3
5mSIPHEX1_19_scaffold_15_c1_110	5mSIPHEX1_19	K01011	1
5mSIPHEX1_19_scaffold_15_c1_112	5mSIPHEX1_19	K02556	3
5mSIPHEX1_19_scaffold_15_c1_113	5mSIPHEX1_19	K02557	3
5mSIPHEX1_19_scaffold_15_c1_114	5mSIPHEX1_19	K06949	1
5mSIPHEX1_19_scaffold_15_c1_115	5mSIPHEX1_19	K13288	1
5mSIPHEX1_19_scaffold_15_c1_116	5mSIPHEX1_19	K18979	1
