Bin_name	MEROPS_family	domain_name	Abundance
5mSIPHEX1_19	family S33 unassigned peptidases | Thalassolituus oleivorans | S33.UPW	MER0498741	9
5mSIPHEX1_19	family S33 unassigned peptidases | Thalassolituus oleivorans | S33.UPW	MER0498755	9
5mSIPHEX1_19	family S33 unassigned peptidases | Thalassolituus oleivorans | S33.UPW	MER0498761	9
5mSIPHEX1_19	family S49 non-peptidase homologues | Thalassolituus oleivorans | S49.UNW	MER0498707	1
5mSIPHEX1_19	family S54 unassigned peptidases | Thalassolituus oleivorans | S54.UPW	MER1075972	2
5mSIPHEX1_19	family S54 unassigned peptidases | Thalassolituus oleivorans | S54.UPW	MER1078052	2
5mSIPHEX1_19	family S9 unassigned peptidases | Thalassolituus oleivorans | S09.UPW	MER0498687	2
5mSIPHEX1_19	family S9 unassigned peptidases | Thalassolituus oleivorans | S09.UPW	MER0498692	2
5mSIPHEX1_19	family U32 unassigned peptidases | Thalassolituus oleivorans | U32.UPW	MER0498709	2
5mSIPHEX1_19	family U32 unassigned peptidases | Thalassolituus oleivorans | U32.UPW	MER0498710	2
5mSIPHEX1_19	gamma-glutamyltransferase 1 | bacterial-type | T03.001	MER0498667	1
5mSIPHEX1_19	glutamate synthase | NADPH | C44.003	MER0498745	1
5mSIPHEX1_19	oligopeptidase A | Thalassolituus oleivorans | M03.004	MER0498665	1
5mSIPHEX1_19	ornithine acetyltransferase precursor | Thalassolituus oleivorans | T05.001	MER0498679	1
5mSIPHEX1_19	peptidase Clp | type 1 | S14.001	MER0498714	1
5mSIPHEX1_19	repressor LexA | Thalassolituus oleivorans | S24.001	MER0498716	1
5mSIPHEX1_19	signal peptidase I | Thalassolituus oleivorans | S26.001	MER0400060	1
5mSIPHEX1_19	subfamily A24A unassigned peptidases | Thalassolituus oleivorans | A24.UPA	MER1156639	1
5mSIPHEX1_19	subfamily C82A non-peptidase homologues | Thalassolituus oleivorans | C82.UNA	MER0739950	1
5mSIPHEX1_19	subfamily M16A non-peptidase homologues | Thalassolituus oleivorans | M16.UNA	MER0498685	1
5mSIPHEX1_19	subfamily M16A unassigned peptidases |  | M16.UPA	MER0652915	1
5mSIPHEX1_19	subfamily M16A unassigned peptidases | Thalassolituus oleivorans | M16.UPA	MER0498684	1
5mSIPHEX1_19	subfamily M16C unassigned peptidases | Thalassolituus oleivorans | M16.UPC	MER0498708	1
5mSIPHEX1_19	subfamily M20A unassigned peptidases | Thalassolituus oleivorans | M20.UPA	MER0498699	1
5mSIPHEX1_19	subfamily M23B non-peptidase homologues | Thalassolituus oleivorans | M23.UNB	MER0498735	2
5mSIPHEX1_19	subfamily M23B non-peptidase homologues | Thalassolituus oleivorans | M23.UNB	MER0498738	2
5mSIPHEX1_19	subfamily M23B unassigned peptidases | Thalassolituus oleivorans | M23.UPB	MER0498671	3
5mSIPHEX1_19	subfamily M23B unassigned peptidases | Thalassolituus oleivorans | M23.UPB	MER0498678	3
5mSIPHEX1_19	subfamily M23B unassigned peptidases | Thalassolituus oleivorans | M23.UPB	MER0498694	3
5mSIPHEX1_19	subfamily M48B unassigned peptidases | Thalassolituus oleivorans | M48.UPB	MER0498668	1
5mSIPHEX1_19	subfamily M48C unassigned peptidases | Thalassolituus oleivorans | M48.UPC	MER0498717	3
5mSIPHEX1_19	subfamily M48C unassigned peptidases | Thalassolituus oleivorans | M48.UPC	MER0498718	3
5mSIPHEX1_19	subfamily M48C unassigned peptidases | Thalassolituus oleivorans | M48.UPC	MER0498727	3
5mSIPHEX1_19	subfamily S1C unassigned peptidases | Thalassolituus oleivorans | S01.UPC	MER0498681	2
5mSIPHEX1_19	subfamily S1C unassigned peptidases | Thalassolituus oleivorans | S01.UPC	MER0498739	2
5mSIPHEX1_19	subfamily S26A unassigned peptidases |  | S26.UPA	MER1334708	1
5mSIPHEX1_19	subfamily S41A unassigned peptidases | Thalassobium sp. | S41.UPA	MER1346364	1
5mSIPHEX1_19	subfamily S49B unassigned peptidases | Thalassolituus oleivorans | S49.UPB	MER0498712	1
5mSIPHEX1_19	subfamily S8A non-peptidase homologues | Shewanella decolorationis | S08.UNA	MER0984565	1
5mSIPHEX1_19	subfamily S8A unassigned peptidases | Thalassolituus oleivorans | S08.UPA	MER0498660	3
5mSIPHEX1_19	subfamily S8A unassigned peptidases | Thalassolituus oleivorans | S08.UPA	MER0498662	3
5mSIPHEX1_19	subfamily S8A unassigned peptidases | Thalassolituus oleivorans | S08.UPA	MER0498754	3
5mSIPHEX1_19	subfamily S8B unassigned peptidases | Thalassobium sp. | S08.UPB	MER1291265	1
5mSIPHEX1_19	subfamily S9C unassigned peptidases | Thalassolituus oleivorans | S09.UPC	MER0498748	1
5mSIPHEX1_19	tengconlysin | Thalassolituus oleivorans | S08.135	MER0498731	1
5mSIPHEX1_19	type 4 prepilin peptidase 1 | Thalassolituus oleivorans | A24.001	MER0498677	1
5mSIPHEX1_19	urease | Thalassolituus oleivorans | M38.982	MER0498683	1
5mSIPHEX1_25	AlgW peptidase | Alcanivorax sp. DG881 | S01.477	MER0211418	1
5mSIPHEX1_25	BcepAP aminopeptidase | {Burkholderia cepacia} | M61.002	MER0072673	2
5mSIPHEX1_25	BcepAP aminopeptidase | {Burkholderia cepacia} | M61.002	MER0140272	2
5mSIPHEX1_25	C-terminal processing peptidase-1 | Alcanivorax borkumensis | S41.001	MER0072671	1
5mSIPHEX1_25	C-terminal processing peptidase-1 | Alcanivorax sp. DG881 | S41.001	MER0140959	1
5mSIPHEX1_25	CTP synthetase | Alcanivorax sp. DG881 | C26.964	MER0446319	1
5mSIPHEX1_25	CodW component of CodWX peptidase | Alcanivorax borkumensis | T01.007	MER0072681	1
5mSIPHEX1_25	CodW component of CodWX peptidase | Alcanivorax sp. DG881 | T01.007	MER0139998	1
5mSIPHEX1_25	D-Ala-D-Ala carboxypeptidase PBP3 | Alcanivorax borkumensis | S13.003	MER0117802	1
5mSIPHEX1_25	DNA repair protein RadA | {Escherichia coli} | S16.A04	MER0072680	2
5mSIPHEX1_25	DNA repair protein RadA | {Escherichia coli} | S16.A04	MER0488265	2
5mSIPHEX1_25	FtsH peptidase | Alcanivorax borkumensis | M41.001	MER0072648	1
5mSIPHEX1_25	FtsH peptidase | Alcanivorax hongdengensis | M41.001	MER0364524	1
5mSIPHEX1_25	FtsH peptidase | Alcanivorax jadensis | M41.001	MER0878620	1
5mSIPHEX1_25	FtsH peptidase | Alcanivorax sp. 19-m-6 | M41.001	MER0875796	1
5mSIPHEX1_25	FtsH peptidase | Alcanivorax sp. DG881 | M41.001	MER0300646	1
5mSIPHEX1_25	FtsH peptidase | Alcanivorax sp. P2S70 | M41.001	MER0867896	1
5mSIPHEX1_25	GMP synthase | Alcanivorax sp. DG881 | C26.957	MER0443084	1
5mSIPHEX1_25	HflC | Alcanivorax borkumensis | I87.001	MER0328515	1
5mSIPHEX1_25	HflC | Alcanivorax sp. DG881 | I87.001	MER0279514	1
5mSIPHEX1_25	HtpX peptidase | Alcanivorax borkumensis | M48.002	MER0072665	1
5mSIPHEX1_25	HtpX peptidase | Alcanivorax sp. DG881 | M48.002	MER0138679	1
5mSIPHEX1_25	Lon-A peptidase | Alcanivorax borkumensis | S16.001	MER0072669	1
5mSIPHEX1_25	Lon-A peptidase | Alcanivorax sp. DG881 | S16.001	MER0144912	1
5mSIPHEX1_25	PepA aminopeptidase | Alcanivorax borkumensis | M17.003	MER0072651	1
5mSIPHEX1_25	PepA aminopeptidase | Alcanivorax sp. DG881 | M17.003	MER0136332	1
5mSIPHEX1_25	TldD peptidase | {Escherichia coli} | M103.001	MER0161873	1
5mSIPHEX1_25	UmuD protein | Alcanivorax borkumensis | S24.003	MER0072674	1
5mSIPHEX1_25	YMXG peptidase | Alcanivorax borkumensis | M16.019	MER0072687	1
5mSIPHEX1_25	YMXG peptidase | Alcanivorax sp. DG881 | M16.019	MER0142901	1
5mSIPHEX1_25	YeiG protein | {Escherichi coli} | S09.A39	MER0069030	1
5mSIPHEX1_25	YqiA protein | {Escherichi coli} | S09.A40	MER0213222	1
5mSIPHEX1_25	alanyl aminopeptidase | bacterial-type | M01.005	MER0091660	1
5mSIPHEX1_25	amidophosphoribosyltransferase precursor | Alcanivorax borkumensis | C44.001	MER0172129	1
5mSIPHEX1_25	amidophosphoribosyltransferase precursor | Alcanivorax sp. DG881 | C44.001	MER0138056	1
5mSIPHEX1_25	aminodeoxychorismate synthase, subunit II | Alcanivorax borkumensis | C26.955	MER0435938	1
5mSIPHEX1_25	aminodeoxychorismate synthase, subunit II | Alcanivorax sp. DG881 | C26.955	MER0436223	1
5mSIPHEX1_25	aminopeptidase P | bacteria | M24.004	MER0081474	2
5mSIPHEX1_25	aminopeptidase P | bacteria | M24.004	MER0161480	2
5mSIPHEX1_25	family C26 unassigned peptidases | Alcanivorax borkumensis | C26.UPW	MER0068997	2
5mSIPHEX1_25	family C26 unassigned peptidases | Alcanivorax borkumensis | C26.UPW	MER0441548	2
5mSIPHEX1_25	family C26 unassigned peptidases | Alcanivorax sp. DG881 | C26.UPW	MER0441662	1
5mSIPHEX1_25	family C44 non-peptidase homologues | Alcanivorax borkumensis | C44.UNW	MER0179242	1
5mSIPHEX1_25	family C44 non-peptidase homologues | Alcanivorax sp. DG881 | C44.UNW	MER0179655	1
5mSIPHEX1_25	family C56 non-peptidase homologues | Alcanivorax borkumensis | C56.UNW	MER0179203	2
5mSIPHEX1_25	family C56 non-peptidase homologues | Alcanivorax borkumensis | C56.UNW	MER0386002	2
5mSIPHEX1_25	family C56 non-peptidase homologues | Alcanivorax sp. DG881 | C56.UNW	MER0162251	1
5mSIPHEX1_25	family I87 unassigned peptidase inhibitors | Alcanivorax borkumensis | I87.UPW	MER0799886	2
5mSIPHEX1_25	family I87 unassigned peptidase inhibitors | Alcanivorax borkumensis | I87.UPW	MER0803292	2
5mSIPHEX1_25	family I87 unassigned peptidase inhibitors | Alcanivorax jadensis | I87.UPW	MER0794893	1
5mSIPHEX1_25	family I87 unassigned peptidase inhibitors | Alcanivorax sp. 19-m-6 | I87.UPW	MER0791909	4
5mSIPHEX1_25	family I87 unassigned peptidase inhibitors | Alcanivorax sp. 19-m-6 | I87.UPW	MER0793196	4
5mSIPHEX1_25	family I87 unassigned peptidase inhibitors | Alcanivorax sp. 19-m-6 | I87.UPW	MER0793197	4
5mSIPHEX1_25	family I87 unassigned peptidase inhibitors | Alcanivorax sp. 19-m-6 | I87.UPW	MER0799563	4
5mSIPHEX1_25	family I87 unassigned peptidase inhibitors | Alcanivorax sp. DG881 | I87.UPW	MER0791685	2
5mSIPHEX1_25	family I87 unassigned peptidase inhibitors | Alcanivorax sp. DG881 | I87.UPW	MER0801793	2
5mSIPHEX1_25	family I87 unassigned peptidase inhibitors | Alcanivorax sp. P2S70 | I87.UPW	MER0794635	1
5mSIPHEX1_25	family M103 non-peptidase homologues | Alcanivorax borkumensis | M103.UNW	MER0105655	1
5mSIPHEX1_25	family M103 non-peptidase homologues | Alcanivorax sp. DG881 | M103.UNW	MER0140271	1
5mSIPHEX1_25	family M38 non-peptidase homologues | Alcanivorax borkumensis | M38.UNW	MER0068995	1
5mSIPHEX1_25	family M41 unassigned peptidases | Alcanivorax sp. 19-m-6 | M41.UPW	MER0878080	1
5mSIPHEX1_25	family M48 unassigned peptidases | Alcanivorax borkumensis | M48.UPW	MER0072677	1
5mSIPHEX1_25	family M90 unassigned peptidases | Alcanivorax borkumensis | M90.UPW	MER0228874	1
5mSIPHEX1_25	family M90 unassigned peptidases | Alcanivorax sp. DG881 | M90.UPW	MER0228857	1
5mSIPHEX1_25	family S11 unassigned peptidases | Alcanivorax borkumensis | S11.UPW	MER0178939	1
5mSIPHEX1_25	family S11 unassigned peptidases | Alcanivorax sp. DG881 | S11.UPW	MER0143105	1
5mSIPHEX1_25	family S12 unassigned peptidases | Alcanivorax borkumensis | S12.UPW	MER0420011	1
5mSIPHEX1_25	family S12 unassigned peptidases | Alcanivorax sp. DG881 | S12.UPW	MER0419997	1
5mSIPHEX1_25	family S14 unassigned peptidases | Alcanivorax hongdengensis | S14.UPW	MER1016903	1
5mSIPHEX1_25	family S14 unassigned peptidases | Alcanivorax jadensis | S14.UPW	MER1017018	1
5mSIPHEX1_25	family S14 unassigned peptidases | Alcanivorax sp. 19-m-6 | S14.UPW	MER1013185	1
5mSIPHEX1_25	family S14 unassigned peptidases | Alcanivorax sp. MD8A | S14.UPW	MER1317379	1
5mSIPHEX1_25	family S14 unassigned peptidases | Alcanivorax sp. P2S70 | S14.UPW	MER1013284	1
5mSIPHEX1_25	family S15 non-peptidase homologues | Alcanivorax borkumensis | S15.UNW	MER1025597	1
5mSIPHEX1_25	family S15 non-peptidase homologues | Alcanivorax sp. DG881 | S15.UNW	MER1027344	1
5mSIPHEX1_25	family S16 non-peptidase homologues | Alcanivorax hongdengensis | S16.UNW	MER1031501	1
5mSIPHEX1_25	family S16 non-peptidase homologues | Alcanivorax jadensis | S16.UNW	MER1031732	1
5mSIPHEX1_25	family S16 non-peptidase homologues | Alcanivorax sp. 19-m-6 | S16.UNW	MER1035039	1
5mSIPHEX1_25	family S16 non-peptidase homologues | Alcanivorax sp. P2S70 | S16.UNW	MER1039181	1
5mSIPHEX1_25	family S16 unassigned peptidases | Alcanivorax borkumensis | S16.UPW	MER0072667	1
5mSIPHEX1_25	family S16 unassigned peptidases | Alcanivorax sp. 19-m-6 | S16.UPW	MER1032679	1
5mSIPHEX1_25	family S16 unassigned peptidases | Alcanivorax sp. DG881 | S16.UPW	MER0144088	1
5mSIPHEX1_25	family S16 unassigned peptidases | Alcanivorax sp. P2S70 | S16.UPW	MER1032775	1
5mSIPHEX1_25	family S24 unassigned peptidases | Alcanivorax jadensis | S24.UPW	MER1042046	1
5mSIPHEX1_25	family S24 unassigned peptidases | Alcanivorax sp. 19-m-6 | S24.UPW	MER1042850	1
5mSIPHEX1_25	family S24 unassigned peptidases | Alcanivorax sp. MD8A | S24.UPW	MER1329716	1
5mSIPHEX1_25	family S24 unassigned peptidases | Alcanivorax sp. P2S70 | S24.UPW	MER1045267	1
5mSIPHEX1_25	family S33 non-peptidase homologues | Alcanivorax borkumensis | S33.UNW	MER0212877	1
5mSIPHEX1_25	family S33 non-peptidase homologues | Alcanivorax sp. DG881 | S33.UNW	MER0209988	1
5mSIPHEX1_25	family S33 unassigned peptidases | Alcanivorax borkumensis | S33.UPW	MER0069028	5
5mSIPHEX1_25	family S33 unassigned peptidases | Alcanivorax borkumensis | S33.UPW	MER0069032	5
5mSIPHEX1_25	family S33 unassigned peptidases | Alcanivorax borkumensis | S33.UPW	MER0210890	5
5mSIPHEX1_25	family S33 unassigned peptidases | Alcanivorax borkumensis | S33.UPW	MER0212948	5
5mSIPHEX1_25	family S33 unassigned peptidases | Alcanivorax borkumensis | S33.UPW	MER0213174	5
5mSIPHEX1_25	family S33 unassigned peptidases | Alcanivorax sp. DG881 | S33.UPW	MER0211597	3
5mSIPHEX1_25	family S33 unassigned peptidases | Alcanivorax sp. DG881 | S33.UPW	MER0214052	3
5mSIPHEX1_25	family S33 unassigned peptidases | Alcanivorax sp. DG881 | S33.UPW	MER0478890	3
5mSIPHEX1_25	family S54 unassigned peptidases | Alcanivorax borkumensis | S54.UPW	MER1083264	2
5mSIPHEX1_25	family S54 unassigned peptidases | Alcanivorax borkumensis | S54.UPW	MER1083850	2
5mSIPHEX1_25	family S54 unassigned peptidases | Alcanivorax sp. DG881 | S54.UPW	MER1077210	1
5mSIPHEX1_25	family S9 non-peptidase homologues | Alcanivorax borkumensis | S09.UNW	MER0069033	1
5mSIPHEX1_25	family S9 unassigned peptidases | Alcanivorax borkumensis | S09.UPW	MER0069035	1
5mSIPHEX1_25	gamma-glutamyltransferase 1 | bacterial-type | T03.001	MER0069027	1
5mSIPHEX1_25	imelysin | Alcanivorax borkumensis | M75.001	MER0069034	1
5mSIPHEX1_25	imidazole glycerol phosphate synthase subunit HisH | Alcanivorax borkumensis | C26.965	MER0445361	1
5mSIPHEX1_25	imidazole glycerol phosphate synthase subunit HisH | Alcanivorax sp. DG881 | C26.965	MER0445294	1
5mSIPHEX1_25	methionyl aminopeptidase 1 | {Escherichia}-type | M24.001	MER0081473	2
5mSIPHEX1_25	methionyl aminopeptidase 1 | {Escherichia}-type | M24.001	MER1240140	2
5mSIPHEX1_25	oligopeptidase A | Alcanivorax borkumensis | M03.004	MER0069031	1
5mSIPHEX1_25	oligopeptidase A | Alcanivorax hongdengensis | M03.004	MER0818011	1
5mSIPHEX1_25	oligopeptidase A | Alcanivorax jadensis | M03.004	MER0817457	1
5mSIPHEX1_25	oligopeptidase A | Alcanivorax sp. DG881 | M03.004	MER0141745	1
5mSIPHEX1_25	ornithine acetyltransferase precursor | Alcanivorax borkumensis | T05.001	MER0122913	1
5mSIPHEX1_25	ornithine acetyltransferase precursor | Alcanivorax sp. DG881 | T05.001	MER0162059	1
5mSIPHEX1_25	peptidase Clp | type 1 | S14.001	MER0072668	2
5mSIPHEX1_25	peptidase Clp | type 1 | S14.001	MER0136614	2
5mSIPHEX1_25	repressor LexA | Alcanivorax borkumensis | S24.001	MER0072659	1
5mSIPHEX1_25	repressor LexA | Alcanivorax hongdengensis | S24.001	MER0410862	1
5mSIPHEX1_25	repressor LexA | Alcanivorax sp. DG881 | S24.001	MER0160542	1
5mSIPHEX1_25	signal peptidase I | Alcanivorax borkumensis | S26.001	MER0072675	1
5mSIPHEX1_25	signal peptidase I | Alcanivorax sp. DG881 | S26.001	MER0179397	1
5mSIPHEX1_25	signal peptidase II | Alcanivorax borkumensis | A08.001	MER0072650	1
5mSIPHEX1_25	signal peptidase II | Alcanivorax sp. DG881 | A08.001	MER0140961	2
5mSIPHEX1_25	signal peptidase II | Alcanivorax sp. DG881 | A08.001	MER1152534	2
5mSIPHEX1_25	subfamily C82A unassigned peptidases | Alcanivorax borkumensis | C82.UPA	MER0461894	1
5mSIPHEX1_25	subfamily C82A unassigned peptidases | Alcanivorax sp. DG881 | C82.UPA	MER0462193	1
5mSIPHEX1_25	subfamily M14B non-peptidase homologues | Alcanivorax borkumensis | M14.UNB	MER0468888	1
5mSIPHEX1_25	subfamily M14B unassigned peptidases | Alcanivorax sp. DG881 | M14.UPB	MER0468838	1
5mSIPHEX1_25	subfamily M16B non-peptidase homologues | Alcanivorax borkumensis | M16.UNB	MER0072685	1
5mSIPHEX1_25	subfamily M20A non-peptidase homologues | Alcanivorax jadensis | M20.UNA	MER0729551	1
5mSIPHEX1_25	subfamily M20A unassigned peptidases | Alcanivorax borkumensis | M20.UPA	MER0072662	1
5mSIPHEX1_25	subfamily M20A unassigned peptidases | Alcanivorax sp. DG881 | M20.UPA	MER0160726	1
5mSIPHEX1_25	subfamily M23B non-peptidase homologues | Alcanivorax borkumensis | M23.UNB	MER0072664	2
5mSIPHEX1_25	subfamily M23B non-peptidase homologues | Alcanivorax borkumensis | M23.UNB	MER0072682	2
5mSIPHEX1_25	subfamily M23B non-peptidase homologues | Alcanivorax sp. DG881 | M23.UNB	MER0477645	1
5mSIPHEX1_25	subfamily M23B unassigned peptidases | Alcanivorax borkumensis | M23.UPB	MER0072653	1
5mSIPHEX1_25	subfamily M23B unassigned peptidases | Alcanivorax sp. DG881 | M23.UPB	MER0141161	2
5mSIPHEX1_25	subfamily M23B unassigned peptidases | Alcanivorax sp. DG881 | M23.UPB	MER0161995	2
5mSIPHEX1_25	subfamily M48C unassigned peptidases | Alcanivorax borkumensis | M48.UPC	MER0072657	3
5mSIPHEX1_25	subfamily M48C unassigned peptidases | Alcanivorax borkumensis | M48.UPC	MER0072666	3
5mSIPHEX1_25	subfamily M48C unassigned peptidases | Alcanivorax borkumensis | M48.UPC	MER0072684	3
5mSIPHEX1_25	subfamily M48C unassigned peptidases | Alcanivorax sp. DG881 | M48.UPC	MER0888243	2
5mSIPHEX1_25	subfamily M48C unassigned peptidases | Alcanivorax sp. DG881 | M48.UPC	MER0889483	2
5mSIPHEX1_25	subfamily M50B unassigned peptidases | Alcanivorax borkumensis | M50.UPB	MER0072663	1
5mSIPHEX1_25	subfamily M50B unassigned peptidases | Alcanivorax sp. DG881 | M50.UPB	MER0892468	1
5mSIPHEX1_25	subfamily S1C unassigned peptidases | Alcanivorax borkumensis | S01.UPC	MER0072652	3
5mSIPHEX1_25	subfamily S1C unassigned peptidases | Alcanivorax borkumensis | S01.UPC	MER0072658	3
5mSIPHEX1_25	subfamily S1C unassigned peptidases | Alcanivorax borkumensis | S01.UPC	MER0072676	3
5mSIPHEX1_25	subfamily S1C unassigned peptidases | Alcanivorax sp. DG881 | S01.UPC	MER0327618	1
5mSIPHEX1_25	subfamily S1C unassigned peptidases | Alcanivorax sp. NBRC 101098 | S01.UPC	MER1271337	1
5mSIPHEX1_25	subfamily S41A unassigned peptidases | Alcanivorax sp. NBRC 101098 | S41.UPA	MER1347888	1
5mSIPHEX1_25	subfamily S49A unassigned non-peptidase homologues | Alcanivorax borkumensis | S49.UNA	MER0065721	2
5mSIPHEX1_25	subfamily S49A unassigned non-peptidase homologues | Alcanivorax borkumensis | S49.UNA	MER0072670	2
5mSIPHEX1_25	subfamily S49A unassigned non-peptidase homologues | Alcanivorax sp. DG881 | S49.UNA	MER0165622	1
5mSIPHEX1_25	subfamily S49B unassigned peptidases | Alcanivorax sp. DG881 | S49.UPB	MER0139997	1
5mSIPHEX1_25	subfamily S9B unassigned peptidases | Alcanivorax sp. DG881 | S09.UPB	MER0998418	1
5mSIPHEX1_25	subfamily T1A unassigned peptidases | Alcanivorax hongdengensis | T01.UPA	MER1088949	1
5mSIPHEX1_25	subfamily T1A unassigned peptidases | Alcanivorax jadensis | T01.UPA	MER1088051	1
5mSIPHEX1_25	subfamily T1B unassigned peptidases | Alcanivorax dieselolei | T01.UPB	MER1093795	1
5mSIPHEX1_25	subfamily T1B unassigned peptidases | Alcanivorax pacificus | T01.UPB	MER1094095	1
5mSIPHEX1_25	subfamily T1B unassigned peptidases | Alcanivorax sp. 19-m-6 | T01.UPB	MER1094184	1
5mSIPHEX1_25	subfamily T1B unassigned peptidases | Alcanivorax sp. PN-3 | T01.UPB	MER1088063	1
5mSIPHEX1_25	type 4 prepilin peptidase 1 | Alcanivorax borkumensis | A24.001	MER0072654	1
5mSIPHEX1_25	type 4 prepilin peptidase 1 | Alcanivorax sp. DG881 | A24.001	MER0137569	1
5mSIPHEX1_25	urease | Alcanivorax sp. 19-m-6 | M38.982	MER0867264	1
5mSIPHEX1_25	urease | Alcanivorax sp. P2S70 | M38.982	MER0862984	1
5mSIPHEX1_26	GMP synthase |  | C26.957	MER0443781	1
5mSIPHEX1_26	family C26 unassigned peptidases | Nematostella vectensis | C26.UPW	MER0444374	1
5mSIPHEX1_26	family I87 unassigned peptidase inhibitors | Flavobacterium sp. 316 | I87.UPW	MER0805270	1
5mSIPHEX1_26	family I87 unassigned peptidase inhibitors | Flavobacterium sp. EM1321 | I87.UPW	MER0794942	1
5mSIPHEX1_26	family S16 non-peptidase homologues |  | S16.UNW	MER1035684	1
5mSIPHEX1_26	family S16 non-peptidase homologues | Flavobacterium sp. 316 | S16.UNW	MER1033671	1
5mSIPHEX1_26	peptidase T | Flavobacterium sp. 316 | M20.003	MER0932429	1
5mSIPHEX1_26	subfamily M20C unassigned peptidases | Flavobacterium sp. 316 | M20.UPC	MER0839839	1
5mSIPHEX1_26	subfamily M20F unassigned peptidases |  | M20.UPF	MER0854055	1
5mSIPHEX1_26	subfamily M20F unassigned peptidases | Flavobacterium aquatile | M20.UPF	MER0849755	1
5mSIPHEX1_26	subfamily M20F unassigned peptidases | Flavobacterium cauense | M20.UPF	MER0854893	1
5mSIPHEX1_26	subfamily M20F unassigned peptidases | Flavobacterium psychrophilum | M20.UPF	MER0005748	1
5mSIPHEX1_26	subfamily M20F unassigned peptidases | Flavobacterium saliperosum | M20.UPF	MER0853402	1
5mSIPHEX1_26	subfamily M20F unassigned peptidases | Flavobacterium sp. 316 | M20.UPF	MER0851578	1
5mSIPHEX1_26	subfamily S8A unassigned peptidases | Pseudoalteromonas sp. BSi20429 | S08.UPA	MER0980125	1
5mSIPHEX1_32	FtsH peptidase |  | M41.001	MER0875966	1
5mSIPHEX1_32	FtsH peptidase | Hyphomonas adhaerens | M41.001	MER0864936	1
5mSIPHEX1_32	FtsH peptidase | Hyphomonas atlantica | M41.001	MER0875341	1
5mSIPHEX1_32	FtsH peptidase | Hyphomonas beringensis | M41.001	MER0878732	1
5mSIPHEX1_32	FtsH peptidase | Hyphomonas chukchiensis | M41.001	MER0874689	1
5mSIPHEX1_32	FtsH peptidase | Hyphomonas jannaschiana | M41.001	MER0851935	1
5mSIPHEX1_32	FtsH peptidase | Hyphomonas johnsonii | M41.001	MER0878214	1
5mSIPHEX1_32	FtsH peptidase | Hyphomonas sp. BRH_c22 | M41.001	MER0878690	1
5mSIPHEX1_32	FtsH peptidase | Hyphomonas sp. CY54-11-8 | M41.001	MER0864679	1
5mSIPHEX1_32	FtsH peptidase | Hyphomonas sp. L-53-1-40 | M41.001	MER0878436	1
5mSIPHEX1_32	FtsH peptidase | Hyphomonas sp. T16B2 | M41.001	MER0876230	1
5mSIPHEX1_32	TraF peptidase | Hyphomonas atlantica | S26.014	MER1053425	1
5mSIPHEX1_32	alanyl aminopeptidase | bacterial-type | M01.005	MER0812911	1
5mSIPHEX1_32	family A8 unassigned peptidases | Hyphomonas sp. L-53-1-40 | A08.UPW	MER0575341	1
5mSIPHEX1_32	family C56 non-peptidase homologues | Hyphomonas atlantica | C56.UNW	MER0731921	1
5mSIPHEX1_32	family C56 non-peptidase homologues | Hyphomonas sp. L-53-1-40 | C56.UNW	MER0897105	1
5mSIPHEX1_32	family I87 unassigned peptidase inhibitors |  | I87.UPW	MER0800451	1
5mSIPHEX1_32	family I87 unassigned peptidase inhibitors | Hyphomonas atlantica | I87.UPW	MER0792648	2
5mSIPHEX1_32	family I87 unassigned peptidase inhibitors | Hyphomonas atlantica | I87.UPW	MER0808284	2
5mSIPHEX1_32	family I87 unassigned peptidase inhibitors | Hyphomonas chukchiensis | I87.UPW	MER0797109	1
5mSIPHEX1_32	family I87 unassigned peptidase inhibitors | Hyphomonas johnsonii | I87.UPW	MER0797241	1
5mSIPHEX1_32	family I87 unassigned peptidase inhibitors | Hyphomonas sp. L-53-1-40 | I87.UPW	MER0800554	2
5mSIPHEX1_32	family I87 unassigned peptidase inhibitors | Hyphomonas sp. L-53-1-40 | I87.UPW	MER0803703	2
5mSIPHEX1_32	family M13 unassigned peptidases | Hyphomonas atlantica | M13.UPW	MER0831762	1
5mSIPHEX1_32	family M13 unassigned peptidases | Hyphomonas sp. L-53-1-40 | M13.UPW	MER0830522	1
5mSIPHEX1_32	family M17 unassigned peptidases | Hyphomonas sp. L-53-1-40 | M17.UPW	MER0929850	2
5mSIPHEX1_32	family M17 unassigned peptidases | Hyphomonas sp. L-53-1-40 | M17.UPW	MER0929929	2
5mSIPHEX1_32	family M2 unassigned peptidases | Hyphomonas sp. L-53-1-40 | M02.UPW	MER0816973	1
5mSIPHEX1_32	family M20 unassigned peptidases | Hyphomonas sp. L-53-1-40 | M20.UPW	MER0842704	1
5mSIPHEX1_32	family M20D unassigned peptidases | Hyphomonas sp. L-53-1-40 | M20.UPD	MER0840426	1
5mSIPHEX1_32	family M38 non-peptidase homologues | Hyphomonas atlantica | M38.UNW	MER0868857	1
5mSIPHEX1_32	family M38 non-peptidase homologues | Hyphomonas sp. L-53-1-40 | M38.UNW	MER0868415	2
5mSIPHEX1_32	family M38 non-peptidase homologues | Hyphomonas sp. L-53-1-40 | M38.UNW	MER0870899	2
5mSIPHEX1_32	family S10 non-peptidase homologues | Hyphomonas atlantica | S10.UNW	MER0946234	1
